Column1,TIME;,WEAR;,FF;,TEMP
,88.7700;,-321.59;,2.27;,1331.94
,89.7480;,-324.32;,2.36;,1332.21
,90.7290;,-327.58;,2.25;,1332.06
,92.2530;,-331.20;,2.64;,1331.92
,93.2330;,-312.26;,3.34;,1332.12
,94.2140;,-302.19;,3.47;,1332.01
,95.1940;,-314.62;,2.23;,1332.82
,96.2830;,-304.13;,2.11;,1332.7
,97.2640;,-318.93;,2.31;,1332.6
,98.2440;,-307.81;,2.64;,1332.8
,99.2260;,-319.70;,2.70;,1332.57
,100.2060;,-324.12;,2.44;,1332.61
,101.1870;,-322.33;,2.55;,1332.55
,102.1670;,-324.78;,2.33;,1332.55
,103.3630;,-319.99;,2.49;,1332.63
,104.3430;,-323.60;,2.28;,1332.51
,105.3230;,-322.10;,2.38;,1333.06
,106.3040;,-319.29;,2.35;,1333.4
,107.3930;,-323.28;,2.38;,1333.28
,108.3730;,-319.43;,2.30;,1333.11
,109.3560;,-314.55;,2.23;,1332.76
,110.4420;,-317.88;,2.37;,1332.85
,111.4250;,-308.93;,2.25;,1332.9
,112.4050;,-291.65;,2.58;,1332.89
,113.3860;,-313.99;,2.44;,1332.74
,114.9100;,-320.58;,2.37;,1332.66
,115.8890;,-307.56;,2.45;,1333.16
,116.8710;,-301.42;,2.39;,1333.37
,118.2850;,-317.46;,2.49;,1333.02
,119.2660;,-316.80;,2.65;,1333.13
,120.2450;,-305.09;,2.40;,1332.98
,121.2260;,-309.43;,2.38;,1333.2
,122.4260;,-314.67;,2.44;,1333.25
,123.4040;,-310.96;,2.39;,1333.53
,124.3870;,-314.29;,2.41;,1333.33
,126.2360;,-312.18;,2.38;,1333.07
,127.2170;,-319.35;,2.35;,1333.07
,128.1970;,-295.03;,2.42;,1333.16
,129.8310;,-290.53;,2.47;,1333.19
,130.8120;,-291.42;,2.45;,1333.08
,131.7910;,-306.35;,2.46;,1333.01
,132.7720;,-293.84;,2.48;,1333.21
,133.7540;,-306.38;,2.44;,1333.15
,134.7330;,-307.96;,2.48;,1333.17
,135.7150;,-313.12;,2.53;,1333.34
,137.2370;,-305.40;,2.38;,1333.32
,138.2180;,-312.01;,2.26;,1333.21
,139.1980;,-310.28;,2.21;,1333.31
,140.1790;,-317.25;,2.17;,1333.45
,141.1580;,-319.48;,2.16;,1333.42
,142.1390;,-318.16;,2.34;,1333.36
,143.1190;,-319.63;,2.32;,1333.24
,144.3170;,-314.49;,2.38;,1333.2
,145.3000;,-318.16;,2.46;,1333.08
,146.2780;,-318.67;,2.42;,1333
,147.2600;,-315.43;,2.58;,1333.03
,148.7850;,-292.63;,2.33;,1333.16
,149.7640;,-308.76;,2.16;,1332.84
,150.7430;,-318.27;,2.18;,1332.62
,151.7240;,-308.37;,2.16;,1332.56
,152.7060;,-313.44;,2.09;,1332.6
,153.6870;,-306.75;,2.09;,1332.8
,154.6650;,-304.56;,2.06;,1332.76
,155.9720;,-298.29;,1.99;,1332.68
,156.9520;,-307.15;,2.03;,1332.09
,157.9330;,-303.75;,1.98;,1332.22
,158.9130;,-305.47;,2.00;,1332.02
,160.0040;,-312.33;,2.00;,1332.27
,160.9830;,-309.11;,1.96;,1332.55
,161.9630;,-306.53;,1.92;,1332.43
,163.1610;,-315.85;,1.94;,1332.54
,164.1430;,-310.68;,1.90;,1332.51
,165.1210;,-315.05;,1.91;,1332.6
,166.1020;,-318.12;,1.89;,1332.38
,167.3000;,-315.87;,1.89;,1332.51
,168.2800;,-316.23;,1.83;,1332.56
,169.2600;,-278.25;,1.85;,1332.65
,170.2400;,-307.77;,1.83;,1332.36
,171.2230;,-316.24;,1.83;,1332.24
,172.2010;,-311.44;,1.86;,1332.32
,173.1820;,-314.05;,1.83;,1332.55
,174.7060;,-306.61;,1.82;,1331.93
,175.6870;,-310.51;,1.86;,1331.86
,176.6670;,-314.88;,1.87;,1332.26
,177.6470;,-317.94;,1.89;,1332.19
,178.7380;,-309.48;,1.89;,1332.26
,179.7170;,-313.66;,1.89;,1332.43
,180.6960;,-316.49;,1.87;,1332.19
,181.6790;,-316.29;,1.89;,1332.26
,182.6590;,-309.68;,1.89;,1332.48
,183.6400;,-316.63;,1.88;,1332.58
,184.6180;,-312.58;,1.86;,1332.89
,186.1450;,-323.54;,1.91;,1333.15
,187.1230;,-319.10;,1.91;,1333.35
,188.1060;,-317.78;,2.03;,1333.42
,189.4100;,-313.53;,2.01;,1333.19
,190.3930;,-301.80;,2.11;,1333.27
,191.3710;,-308.87;,2.09;,1332.98
,192.3520;,-275.75;,2.01;,1333.25
,193.3310;,-301.71;,2.05;,1333.15
,194.3120;,-288.40;,2.01;,1333.06
,195.2920;,-311.89;,1.98;,1332.74
,196.2730;,-301.95;,1.98;,1333.32
,197.2530;,-304.94;,1.98;,1333.34
,198.2330;,-317.76;,1.99;,1333.43
