Column1,TIME;,WEAR;,FF;,TEMP
,113.5940;,1310.61;,13.85;,1332.27
,114.9020;,1299.64;,13.26;,1332.38
,115.8820;,1274.84;,12.45;,1332.69
,116.8640;,1261.56;,13.54;,1332.47
,118.3880;,1246.20;,14.12;,1332.32
,119.3670;,1224.18;,14.57;,1331.98
,120.3490;,1219.76;,14.88;,1331.64
,121.3270;,1218.92;,15.35;,1331.4
,122.3090;,1218.40;,15.60;,1331.61
,123.2890;,1214.33;,15.69;,1331.8
,124.2700;,1212.84;,15.49;,1331.57
,125.7940;,1216.56;,15.13;,1331.52
,126.7730;,1222.48;,14.71;,1331.68
,127.7520;,1228.24;,14.31;,1331.88
,128.7350;,1231.85;,13.89;,1331.96
,129.7130;,1239.15;,13.42;,1332.09
,130.6940;,1253.59;,12.81;,1332.17
,131.6750;,1268.07;,12.38;,1332.29
,132.7620;,1280.81;,12.19;,1332.26
,133.7420;,1300.11;,11.87;,1332.59
,134.7230;,1317.51;,11.65;,1332.69
,135.7020;,1328.75;,11.64;,1332.71
,136.7920;,1332.67;,11.78;,1332.64
,137.7720;,1341.06;,13.42;,1332.53
,138.7540;,1344.88;,14.95;,1332.25
,140.1680;,1355.52;,16.66;,1332.62
,141.1490;,1354.19;,17.41;,1333.03
,142.1280;,1346.29;,17.43;,1332.85
,143.1110;,1339.89;,17.04;,1332.72
,144.0890;,1340.75;,17.13;,1332.52
,145.0710;,1336.48;,17.45;,1332.47
,146.0510;,1328.07;,17.48;,1332.4
,147.5750;,1315.96;,17.11;,1332.33
,148.5540;,1313.45;,16.54;,1332.22
,149.5360;,1318.82;,16.24;,1332.2
,151.2790;,1314.75;,15.83;,1332.23
,152.2570;,1300.01;,15.17;,1332.11
,153.2390;,1296.18;,14.68;,1332.33
,154.6530;,1301.47;,14.25;,1332.36
,155.6330;,1320.33;,13.79;,1332.13
,156.6140;,1336.68;,13.46;,1332.32
,157.5930;,1355.63;,13.26;,1332.16
,158.5750;,1376.05;,13.29;,1332.29
,159.5540;,1424.25;,13.77;,1332.26
,160.5330;,1457.01;,14.50;,1332.18
,161.9500;,1483.27;,15.40;,1332.35
,162.9300;,1503.86;,16.35;,1332.49
,163.9100;,1517.83;,17.12;,1332.38
,164.8900;,1525.94;,17.61;,1332.47
,165.8720;,1526.01;,17.79;,1332.21
,166.8510;,1520.58;,18.11;,1331.97
,167.8310;,1512.68;,18.32;,1332.15
,169.4660;,1502.53;,18.57;,1332.29
,170.4450;,1483.70;,18.54;,1332.31
,171.4250;,1471.19;,18.52;,1332.34
,172.9500;,1464.27;,18.74;,1332.44
,173.9300;,1457.71;,18.95;,1332.15
,174.9090;,1455.64;,18.77;,1332.23
,175.8900;,1456.62;,18.17;,1332.37
,176.8720;,1460.11;,17.85;,1332.26
,177.8510;,1472.77;,17.48;,1331.64
,178.8320;,1481.81;,17.18;,1331.41
,180.2460;,1491.43;,17.04;,1331.56
,181.2270;,1512.24;,17.34;,1331.49
,182.2060;,1528.29;,17.60;,1331.4
,183.1870;,1543.85;,18.07;,1331.17
,184.1670;,1554.76;,18.13;,1331.34
,185.1480;,1571.12;,18.22;,1331.22
,186.1290;,1582.49;,18.21;,1331.2
,187.7630;,1589.05;,18.05;,1331.28
,188.7420;,1592.24;,17.97;,1331.54
,189.7230;,1590.35;,18.13;,1331.6
,190.7030;,1585.49;,18.36;,1331.66
,191.6840;,1579.38;,18.41;,1331.62
,192.6620;,1565.42;,18.46;,1331.29
,193.6440;,1552.63;,18.20;,1331.25
,194.9490;,1540.73;,18.10;,1331.08
,195.9290;,1523.79;,18.00;,1331.11
,196.9110;,1510.11;,17.97;,1331.24
