Column1,TIME;,WEAR;,FF;,TEMP
,56.0930;,-492.57;,-0.26;,1332.83
,57.0730;,-406.69;,-0.16;,1332.49
,58.1640;,-366.13;,-0.15;,1332.96
,59.1450;,-366.92;,-0.14;,1333.02
,60.1230;,-297.36;,0.27;,1333.12
,61.1030;,-679.57;,-0.07;,1333.34
,62.4100;,-665.33;,0.30;,1333.68
,63.3910;,-573.93;,1.05;,1333.87
,64.3710;,-509.42;,0.52;,1334.05
,65.3510;,-497.31;,1.02;,1333.67
,66.3330;,-492.93;,1.22;,1333.68
,67.3120;,-389.45;,2.19;,1333.86
,68.2940;,-350.20;,1.58;,1333.51
,69.2740;,-350.17;,1.83;,1333.32
,70.2520;,-299.99;,1.89;,1333.33
,71.2340;,-213.95;,1.75;,1333.2
,72.2150;,-206.51;,1.74;,1333.22
,73.7370;,-199.93;,2.10;,1333.44
,74.7180;,-191.57;,0.11;,1333.24
,75.6980;,-202.28;,1.50;,1333.14
,76.7890;,-190.35;,2.66;,1333.24
,77.7700;,-192.35;,3.69;,1333.57
,78.7500;,-199.34;,4.44;,1333.43
,79.7280;,-189.90;,4.53;,1333.62
,80.9260;,-197.43;,4.60;,1333.72
,81.9060;,-197.74;,4.72;,1333.78
,82.8870;,-196.95;,0.34;,1333.48
,83.8660;,-210.15;,0.20;,1333.56
,84.9560;,-210.24;,0.30;,1333.5
,85.9370;,-220.75;,0.78;,1333.26
,86.9180;,-326.99;,0.52;,1333.52
,88.0060;,-669.29;,0.39;,1333.27
,88.9870;,-650.18;,0.20;,1333.18
,89.9680;,-569.16;,0.12;,1332.92
,90.9460;,-508.64;,-0.03;,1332.91
,91.9270;,-494.45;,-0.04;,1333.1
,92.9060;,-492.22;,-0.12;,1333.19
,93.8870;,-500.74;,-0.17;,1333.42
,94.8670;,-447.89;,-0.15;,1333.33
,95.8480;,-409.40;,-0.16;,1333.41
,96.8280;,-370.28;,-0.12;,1333.32
,97.8090;,-587.43;,-0.18;,1333.21
,98.7880;,-620.35;,-0.16;,1333.12
,99.8780;,-597.39;,-0.15;,1333.02
,100.8580;,-515.29;,-0.22;,1332.75
,101.8400;,-496.58;,-0.15;,1332.41
,103.4740;,-501.33;,-0.20;,1332.58
,104.4520;,-488.36;,-0.19;,1332.72
,105.4330;,-405.42;,-0.20;,1332.72
,106.5230;,-368.04;,0.73;,1332.78
,107.5040;,-521.27;,0.16;,1332.82
,108.4840;,-605.02;,-0.09;,1332.45
,109.4630;,-620.77;,-0.17;,1331.99
,110.6610;,-545.34;,0.21;,1331.94
,111.6410;,-495.54;,-0.04;,1331.97
,112.6210;,-501.00;,-0.16;,1332.22
,113.6020;,-495.48;,-0.07;,1332.35
,114.5820;,-491.62;,-0.08;,1332.38
,115.5620;,-403.44;,-0.03;,1332.36
,116.5420;,-366.92;,0.49;,1332.59
,117.5220;,-559.50;,0.07;,1332.39
,118.5030;,-599.70;,0.16;,1332.43
,119.4830;,-619.17;,0.02;,1332.81
,120.4640;,-531.00;,0.23;,1333.15
,121.4440;,-498.55;,0.03;,1333.02
,122.4260;,-501.09;,-0.05;,1333.05
,123.4040;,-490.17;,-0.06;,1332.96
,124.3870;,-493.86;,-0.16;,1332.7
,125.5830;,-417.45;,-0.06;,1332.15
,126.5630;,-371.24;,0.98;,1332.11
,127.5430;,-561.68;,0.09;,1332.24
,128.5230;,-611.32;,0.34;,1332.43
,129.7240;,-608.81;,0.48;,1332.45
,130.7020;,-524.71;,0.33;,1332.75
,131.6830;,-490.56;,0.92;,1332.91
,132.6630;,-499.52;,0.32;,1333.03
,133.6430;,-498.05;,0.34;,1333.08
,134.6250;,-484.03;,0.42;,1333.2
,135.6050;,-400.73;,0.25;,1333.15
,136.9100;,-367.85;,0.34;,1333.03
,137.8910;,-580.61;,0.10;,1333.07
,138.8710;,-619.42;,0.16;,1332.89
,139.8520;,-590.98;,0.27;,1333.18
,140.8320;,-547.03;,0.28;,1333.3
,141.8120;,-499.43;,0.10;,1333.07
,142.7920;,-498.84;,0.38;,1332.99
,143.7720;,-497.19;,0.42;,1332.9
,144.7550;,-487.17;,0.54;,1332.69
,145.7330;,-396.50;,0.20;,1332.53
,146.7140;,-366.16;,0.39;,1332.56
,147.9120;,-557.61;,0.03;,1332.29
,148.8940;,-599.66;,0.02;,1332.3
,149.8740;,-590.01;,0.36;,1332.5
,150.8530;,-520.47;,0.18;,1332.78
,152.0510;,-500.62;,0.15;,1332.82
,153.0300;,-495.09;,0.15;,1332.68
,154.0110;,-500.16;,0.15;,1332.7
,154.9910;,-452.90;,0.44;,1333.06
,156.0800;,-428.60;,0.31;,1333
,157.0610;,-371.69;,0.29;,1332.83
,158.0430;,-350.48;,0.17;,1332.98
,159.5650;,-457.81;,0.12;,1332.91
,160.5460;,-616.30;,-0.07;,1332.54
,161.5260;,-595.02;,-0.13;,1332.44
,162.5070;,-522.07;,-0.15;,1332.24
,163.4870;,-498.41;,-0.10;,1332.29
,164.4680;,-496.76;,-0.13;,1332.43
,165.4470;,-414.53;,-0.09;,1332.43
,166.4300;,-373.84;,0.00;,1332.78
,167.4100;,-372.52;,-0.10;,1332.89
,168.3910;,-322.88;,-0.20;,1332.69
,169.3690;,-635.78;,-0.22;,1332.24
,170.6760;,-668.37;,-0.14;,1332.32
,171.6560;,-595.76;,0.00;,1332.64
,172.6360;,-520.49;,0.01;,1332.51
,173.6160;,-494.43;,0.10;,1332.83
,174.5990;,-496.44;,0.19;,1332.92
,175.5770;,-497.76;,0.05;,1333.15
,176.5580;,-478.59;,-0.12;,1333.36
,177.5380;,-394.56;,-0.19;,1333.37
,178.5200;,-384.03;,-0.16;,1333.28
,179.5000;,-575.26;,-0.19;,1333.5
,180.4800;,-614.04;,-0.08;,1333.18
,182.0030;,-600.56;,-0.08;,1333.61
,182.9830;,-509.54;,-0.00;,1333.71
,183.9660;,-500.31;,0.04;,1334.02
,185.0530;,-492.54;,0.30;,1333.87
,186.0350;,-498.19;,0.05;,1333.91
,187.0140;,-431.05;,0.07;,1333.91
,187.9960;,-378.43;,-0.35;,1333.57
,189.6280;,-460.90;,-0.36;,1333.79
,190.6080;,-601.31;,-0.30;,1333.6
,191.5880;,-598.14;,-0.30;,1333.6
,192.5700;,-527.78;,-0.32;,1333.86
,193.5510;,-498.11;,-0.32;,1333.91
,194.5310;,-500.69;,-0.47;,1333.92
,195.5100;,-495.24;,-0.42;,1334
,197.0360;,-471.35;,-0.42;,1333.86
,198.0150;,-384.11;,-0.37;,1334.03
